gtsam_id,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,bias_acc_x,bias_acc_y,bias_acc_z,bias_gyro_x,bias_gyro_y,bias_gyro_z,total_error,new_factors_error
9,-0.05447367716113439,0.006083935404430632,-0.21056599429268932,-0.013253980250469664,0.03449496925986199,-0.5036195616209116,0.0006892120362198866,-0.01896485550586315,-0.005656452275556639,-0.008654149928368984,0.015961633781763896,0.0759742146747907,356.9101163211914,356.9101163211914
10,-0.054228746016490255,0.007532356119851409,-0.23539697558136377,-0.013075969903303893,0.036385274940914376,-0.46862541467430613,0.002921142518139672,-0.017963012667676078,-0.006662721807401244,-0.008656071714181689,0.015955675212350102,0.0759684005105779,418.75832150429613,62.12446470581039
11,-0.053492993751751726,0.009611144084941107,-0.25865117452899966,-0.014646296770677029,0.05340065270395153,-0.4335813874788737,0.004174377683973617,-0.01655264026251638,-0.00697802693915557,-0.008654038676759733,0.01595189983391851,0.07596876979961083,509.71667939722494,80.76698268071684
12,-0.05229503634568707,0.012110232424726865,-0.2800174575568845,-0.009378501469848099,0.05680241371962555,-0.4048119673327475,0.0041597289200857365,-0.014831145702865454,-0.006842287468430525,-0.008649853558174509,0.015952998744437088,0.07597690437132643,618.1948528526178,106.72402581398367
13,-0.05123503408086762,0.014346818242352354,-0.2981879273436609,-0.010662301980382998,0.050866516280221485,-0.3461024243109967,0.002507803435026804,-0.012911345344950977,-0.006190098662459035,-0.00864487530780701,0.015957589543421802,0.07598111312999249,740.94631621546,139.86494341663467
14,-0.050291747353014817,0.016683373271701617,-0.3112641456151619,-0.007383846186621759,0.04411965208626516,-0.2492138504813444,-0.0006482537484378634,-0.0112252593095525,-0.00527857406294413,-0.00864164907043822,0.015954190934632573,0.07599019033628318,845.9992683788189,149.86386597745746
15,-0.04953138736207419,0.018026100671939996,-0.3169861284837173,-0.007690357145710862,0.028725340495768643,-0.09985312460243141,-0.00507387340651929,-0.009135732094375695,-0.004122179554282852,-0.008638226362646464,0.0159579193588215,0.07599811302858364,938.9554208717853,158.11688746883618
16,-0.04907748475333006,0.018523628266977468,-0.3114218480497553,-0.011480412004743692,0.019068149071279662,0.09095256866787936,-0.011306660162152302,-0.006744957750022155,-0.0025647070089669603,-0.008633500383334193,0.015966122369327353,0.07601267314461294,1026.2145740552887,148.1403533567484
17,-0.048266039122935374,0.01822131721649381,-0.294460872978365,-0.002524010960969582,0.0005652686373860834,0.2913714725481184,-0.017898555914586355,-0.004119446819747486,-0.0006122359059386739,-0.008618601550352501,0.015978840724443607,0.07603743500753121,1132.684675963116,101.34854534276816
18,-0.04754726007592212,0.016733869507238618,-0.2684203584822011,0.008129529903276995,-0.019094313103859728,0.45652824272731635,-0.023679163190225325,-0.0012986160757608783,0.0006130348371401792,-0.008611972083519862,0.015991699524079823,0.07605041051814339,1330.823944851343,62.43017603628946
19,-0.04662733618851582,0.01438703630981062,-0.23776025623910646,0.006817821171553358,-0.03881849645965678,0.5867859022928766,-0.026922382320483045,0.0002703585324074155,0.001445243564240209,-0.00860534944955484,0.01600993250216358,0.07605631202797428,1536.2193068353656,33.80822030761348
20,-0.046057025321938075,0.011313658924070448,-0.20350563356344226,0.00583942059564424,-0.06573380552004311,0.6949043505452004,-0.02865024326264874,-0.0005209951425315311,0.0021297038995656496,-0.00859872791157192,0.01603204226345276,0.07605752755652354,1683.807357328235,29.724390958126097
21,-0.045534578201376984,0.007021047121600127,-0.16628558031095506,0.015527304780754115,-0.07074156839704503,0.7593358328102655,-0.028962406525241218,-0.0006024697161072582,0.0029142727602645903,-0.008592992051852244,0.016055389993791688,0.07605221987697436,2057.774144996957,313.4608762211744
22,-0.04576596340365089,0.0032606411820070066,-0.1265979904016129,0.01485019136744493,-0.07992898882309564,0.7986849166813741,-0.028946201840637984,-0.00030248409837673666,0.003769713645732538,-0.008594956266722058,0.016071771233318547,0.07604012628728506,2292.1475445938663,192.26812981605542
23,-0.04600610924467692,-0.00014075467684778676,-0.08686518315521428,0.03439451317613252,-0.07249926983774994,0.7890190540749916,-0.029218505034943023,-0.0017769814451746172,0.00399822139639428,-0.008593918158469382,0.016083397022707654,0.07603498341206652,2400.4013663409764,131.60196994196787
24,-0.04555629893691094,-0.0036886227126056944,-0.048055160469653795,0.03797901689757999,-0.06293794134306759,0.7594579244110223,-0.02932891593696922,-0.0008115993493021977,0.004200310199920614,-0.008589902335858731,0.01609254231702654,0.07602652122945001,2509.4471116787113,96.23082788549885
25,-0.04518176907947209,-0.006668859070034628,-0.01141202538961146,0.04280716016945149,-0.05881309543591624,0.7039263004287983,-0.029322365747969564,-0.002152053270989281,0.005018168491638159,-0.00858911992985102,0.016101489630570405,0.07601937698262909,2590.7076382267633,82.1928725192653
26,-0.0451856692117862,-0.00969729184066221,0.02295561007488606,0.02078652191162701,-0.05763001924503415,0.6682095754094522,-0.029447946849516033,-0.0020553257692618194,0.005281067557311107,-0.008593424007593147,0.016111590598736337,0.076001525453703,2707.2184456924533,192.1009907370903
27,-0.04581613411908342,-0.012328356556801045,0.0549856288769727,0.012414447694439243,-0.06085421790483718,0.6134824051062318,-0.029030464281677743,-0.0016086927022453434,0.00593683075409869,-0.008595005672059838,0.0161211191472016,0.0759965809933089,2884.31028925152,169.78824333180762
28,-0.04673170675776519,-0.014755304307951625,0.08420764819314033,-0.0050087192012918304,-0.04322416383825311,0.5556812170572802,-0.028590544375928773,-0.0011152137374497264,0.006315084354440797,-0.00859505981335426,0.016128203808892277,0.07598921734006577,3077.0385006005567,180.41154869017052
29,-0.048038960551978295,-0.01634209512612069,0.10997678526802888,-0.00840214975086211,-0.03400692617459372,0.4830375838102549,-0.027905741743130937,-0.0009437360375386,0.006854292562763242,-0.008595593330985104,0.0161378528084583,0.07598631434883375,3308.9014040976917,235.05535918913134
30,-0.049158561896803725,-0.017184948409848803,0.13168004662117855,-0.010370386677267442,-0.008096582570416086,0.4012253443718259,-0.02678049100423366,0.00010774649577747813,0.006917395883545096,-0.008590634490386662,0.016140541041736872,0.0759791067608231,3553.0744820420496,235.41701618279913
