# timestamp tx ty tz qx qy qz qw
1403636579.7635558 0.0018966716153249667 0.00010205961983224406 0.0010139316558333757 0.5813876728504688 0.5644718612983548 0.41343596935776916 -0.4248014647132258
1403636580.0135555 -0.001446691873641642 0.0023576894554553454 -0.11013051160680269 0.5905257015677107 0.569161095626769 0.4066322908343488 -0.41165082335046554
1403636580.2135556 -0.00451076006925556 -0.00231721862844907 -0.21264829964675266 0.5969451631175586 0.5706293675999372 0.39774255778032364 -0.4086383919859153
1403636580.4135556 -0.007862011087488624 -0.01150731800584211 -0.2882423871417801 0.6018997683630006 0.5815023463722121 0.3866125475345463 -0.3959669038532918
1403636580.6635556 -0.010827109269073766 -0.015416623034702799 -0.2755700976175362 0.6109798160543655 0.591405784516123 0.36845065582782194 -0.38369825238011335
1403636580.8635557 -0.012369893136002718 -0.00252428408767595 -0.14219581284132404 0.6001756896727184 0.585223981868538 0.3949567633811462 -0.38464086262745206
1403636581.0635557 -0.017754339157054766 0.010778115245053368 0.0056939159425882305 0.5872752711987123 0.5755786043077843 0.4198038045884152 -0.39373186456115833
1403636581.2635558 -0.01850648770219088 0.017192194791144675 0.11423341726521713 0.578657478817906 0.5580747365327436 0.4369029270050389 -0.4136665198024821
1403636581.6135554 -0.011127569412582779 0.008727383765192845 0.06178202153745789 0.5796657001844969 0.5624417367098675 0.43809036225882 -0.40479266920180096
1403636581.8135555 0.0010114509091150694 0.0025845023164196837 -0.06919864448978826 0.5835843036958054 0.5679911345190936 0.4266514454128606 -0.4032671709176228
1403636582.0135555 0.0035159554659777797 -0.008462243890437635 -0.1954695176828111 0.5967705492000147 0.5725977214377468 0.41140562606595127 -0.39270680785191026
1403636582.2135556 -0.0026434203808858563 -0.016671420292988036 -0.2645037171258001 0.6079038375000615 0.5851224895608212 0.39185797979517445 -0.3765013765521331
1403636582.4135556 -0.00827922360276125 -0.007705506604710425 -0.21482734327920028 0.6048975103364536 0.5846878980378005 0.39229083844142576 -0.3817316778806382
1403636582.6635556 -0.009500217659402546 0.0030414962285517048 -0.05804668882304794 0.5960785717752425 0.5740543899937705 0.4140624424028311 -0.38877280317759144
1403636582.8635557 -0.003826566948869717 0.011184706310996828 0.07142822866344735 0.5972976742950535 0.5585193203777066 0.427777148644143 -0.39431055081615474
