gtsam_id,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,bias_acc_x,bias_acc_y,bias_acc_z,bias_gyro_x,bias_gyro_y,bias_gyro_z,total_error,new_factors_error
9,-0.05411280953931637,0.0061221577080581725,-0.21023818415558365,-0.010697024880220972,0.03443922613751365,-0.5018247238474112,1.2076460565185384e-05,-0.018352513297009345,-0.005306785618474129,-0.008647954482329502,0.015964056611053597,0.0759916573987357,425.65731635110643,425.65731635110643
10,-0.05388366639609428,0.00754897452611507,-0.23483636139686404,-0.010657942959345603,0.03644736596341901,-0.4661478554732286,0.001968842140816617,-0.01743944222350801,-0.0062785606158931315,-0.008649548494237701,0.015956310003557624,0.07598670526051222,510.7529518500532,65.30383335102825
11,-0.05314174384396297,0.009565427446341432,-0.2577389456095982,-0.01209202074928419,0.053271872898713185,-0.43035268517755726,0.002929349870790314,-0.01621880822038368,-0.00661072225060534,-0.008647842380724429,0.01595228228960017,0.0759875958903577,607.83762614127,76.40460839687144
12,-0.05190887526206435,0.011596487175894666,-0.2799556318561898,-0.007562457134184922,0.05376747568729266,-0.40471091772075024,0.004053136907528748,-0.014832738590095908,-0.0070414065989379436,-0.008647728779890779,0.015960968549615696,0.07598529335191645,629.1510769760516,101.75571631006265
13,-0.05096214991889353,0.013851550521262813,-0.2980645272858128,-0.009472549579343195,0.047835015584124,-0.3459792482121983,0.002411183526439902,-0.013154848215490175,-0.006432890350296625,-0.00864404358336897,0.015964923413431992,0.07598962835717228,755.6805237170436,139.38719913450743
14,-0.050016463924492174,0.016049607714611388,-0.3112348590206815,-0.0061511155988687866,0.04040527758718101,-0.2494247330500747,-0.0006002801174991986,-0.011585118145649912,-0.0055254790407453245,-0.008640430097013969,0.015962704218495254,0.07599915165376604,861.5439444079126,148.4939892576406
15,-0.04935414258066578,0.01759491206104119,-0.317347699630542,-0.0076073420289047905,0.026179998058852478,-0.10069707337407,-0.004589485684572123,-0.00920835320045308,-0.004083747336952785,-0.008637912600415128,0.015963907662919205,0.07599957377586328,941.267466203219,159.60125673737667
16,-0.048905102261832645,0.0181206654307394,-0.31183993856809994,-0.01128772301584385,0.016862911224944748,0.09017250839101339,-0.010785295194899487,-0.006848213973233245,-0.002411787099389986,-0.008632570009439197,0.015970509460230545,0.07601495788725275,1020.6947511074189,151.07222572924593
17,-0.04833916618768321,0.017923175943855427,-0.2948267696609488,-0.003798737189722708,-0.00011256891413757386,0.29102399782226535,-0.017476011528409004,-0.003930183339529058,-0.0005082153146429814,-0.008621195776876622,0.015979873887353415,0.07603416560017869,1125.9564919372367,111.64181674217953
18,-0.04756501068548742,0.01665519803748136,-0.2686427695075188,0.007512655482663295,-0.019124503694809492,0.45633776469718274,-0.023360125452584347,-0.0013804807560573867,0.0007252967158723426,-0.008613556855292873,0.015991741526091403,0.07604933479650818,1301.4839267564578,64.9742322152153
19,-0.04669035152862343,0.01435672605468528,-0.2378435517582204,0.006196876756299418,-0.03848682795990914,0.5868407255616732,-0.02667005227432841,0.0003996427137747012,0.0016072725346841358,-0.008607553523569858,0.01600976909722668,0.07605455773963547,1506.1174693524652,35.41747846726656
20,-0.04593259828256555,0.011390735298390312,-0.20351565854696962,0.006445222646880749,-0.06617270311940375,0.6948350220977902,-0.02852755894553348,-0.0012797200693663857,0.0022491337529344157,-0.008598343617369213,0.016032581108852327,0.07606036900359867,1654.2759637935528,30.23013569582102
21,-0.04554182917907183,0.007070613102064355,-0.1663209581547032,0.015732504536189337,-0.07044012752016782,0.7591859724217077,-0.02880381822734391,-0.000827011776867684,0.0028364700572378106,-0.008594742479681797,0.01605415814410027,0.07605262438625444,2022.063809797197,308.4339654783916
22,-0.045774078384480825,0.00331520572912748,-0.12662340036508515,0.014967432799883653,-0.07965921654723378,0.7985701698905806,-0.028799714205647253,-0.0005250881138479102,0.0036858337460415175,-0.008596755166343461,0.016070643820129186,0.07604023208795613,2258.57568853451,194.35493335391956
23,-0.04603035979762913,-0.00010661808847891571,-0.08686422664070975,0.034282461737505154,-0.07240380575654023,0.7890188584222724,-0.02904608841723489,-0.0020140694785109265,0.004076939444086308,-0.008595552632396718,0.016082783605891344,0.07603460925916929,2366.7050020325228,131.4372593785339
24,-0.045592268696864634,-0.003657201843114802,-0.04805136911283794,0.037783279663587147,-0.06287904081577826,0.7594637457564479,-0.029157903405464057,-0.0010540040417581363,0.00428511299189635,-0.008591598533062742,0.01609203338467811,0.07602598070867281,2476.0955785937676,95.9149256334738
25,-0.045206841027300014,-0.00663833381146915,-0.01140730018330399,0.04256482134636724,-0.058788891615297496,0.7039597079848192,-0.029156238488495013,-0.002305304318323074,0.005107377080361481,-0.008590564487944532,0.01610111723164275,0.07601850081499162,2558.399515344212,82.02037319609823
26,-0.045215855297660666,-0.009676153145369043,0.022942821702644382,0.02066080700682755,-0.05753033769550645,0.6681374703731083,-0.02927037664224255,-0.002219869646544354,0.0053147828118021625,-0.008595009809556678,0.016110699796653,0.07600116756685292,2676.5509661755023,191.94274766648198
27,-0.04586320576684252,-0.012297973274672433,0.05494344433599407,0.012213889466695459,-0.06067665126962684,0.6132890485880454,-0.02883130482574127,-0.0017887706792399374,0.005931088198468678,-0.008596777929735169,0.016119923577095623,0.0759960088145627,2853.9097695127393,169.97437353119628
28,-0.04679705390347446,-0.014738952685364022,0.08418116016755962,-0.0047728838627279935,-0.04317792798934558,0.5553832729168526,-0.028413570207935817,-0.001320223349966497,0.006343480324669672,-0.008597328733220343,0.01612763555701096,0.07598930487304012,3046.321872010883,180.34674806467928
29,-0.048096689354946355,-0.016305325762646906,0.10990366750928515,-0.008242580980668475,-0.03378190042291555,0.48263575827500993,-0.02765183232941178,-0.0011135947064171625,0.006983542621829526,-0.008597705655212926,0.0161366342887791,0.07598655777098633,3277.362948364432,235.37725507054085
30,-0.049227440493562064,-0.017200016530922495,0.1316472014480695,-0.010458253255992317,-0.008239003849787183,0.4008068552233637,-0.026635017186129022,-0.0004071251689729099,0.00686335010039079,-0.008592905673714936,0.016140860500639724,0.07597923245345142,3525.5324127358963,235.16821009825387
31,-0.05037501969963861,-0.016657769435040524,0.14790637178419477,-0.0005002720602351873,0.010683056238229642,0.253668966718385,-0.02578895608222646,6.929372748048151e-05,0.007156056422140281,-0.008591913853944607,0.016143232878992157,0.07597797513428348,3704.6978823784343,237.53800430474354
32,-0.05100941087178536,-0.015601208712972145,0.1563166163033097,-0.0067780875230753525,0.012405526197179422,0.08345972084418023,-0.0251199139532476,0.0002154643343808542,0.007831711537074088,-0.008588499621909424,0.016141555269017074,0.0759805665887218,3897.552970856468,278.317392623869
33,-0.05048744437680635,-0.01481332364581818,0.1533839260513442,-0.007076456454370524,0.017988140130144804,-0.10605766843277933,-0.023718614529012902,-0.0013527375020287217,0.006776699997652534,-0.008580439693808997,0.016135584876903936,0.07599990516663588,3566.0317586735173,215.9444831328841
34,-0.05124560626259313,-0.013613219427954244,0.14348904823699932,-0.007957358672697732,0.014011267719928461,-0.28565128440337945,-0.02307852059638417,-0.0019042218684546409,0.0076064096352996885,-0.008577522713389648,0.016129356469769308,0.07599865084942073,3699.1967770345263,182.62354279481718
35,-0.05200946089358208,-0.012101338801551646,0.12614987960220359,-0.007982351100815924,0.00883907263785075,-0.4285275569716558,-0.022922633146198593,-0.0025577021181849755,0.008959456479841402,-0.008573929771471383,0.016125708785117484,0.07600381113416807,3740.593270096814,150.22496811702538
36,-0.05230704917727804,-0.011534482839233496,0.10237057322416179,0.00013835221733997935,-0.0009766012490973744,-0.5471367890015338,-0.023804299252401684,-0.002407609939944596,0.009949247577566982,-0.008571425191864471,0.01612534909320678,0.07600858676569218,3704.8002101683373,115.30001083703439
37,-0.05261554928167227,-0.010256859758303372,0.0753170568885304,-0.007846387214946564,-0.0018113420941710612,-0.6035753208002896,-0.024555616224721886,-0.003682491787694495,0.012617832663801308,-0.008563364933830298,0.016128391655897835,0.07601017127475097,3608.132385861696,81.77969446920953
38,-0.05414842023583713,-0.008536681918515029,0.04590076809925511,-0.03319542450352048,0.004423903263441061,-0.633777914535202,-0.025688189498522397,-0.0041138101343340195,0.016004434132629558,-0.008566074498130138,0.016135124829156973,0.07599553444708529,3576.0851481839672,89.93249190652004
39,-0.05549122310236578,-0.007434978452480727,0.01589329381688619,-0.03536549264235946,0.014264098555896013,-0.6510258361119745,-0.027050903564221726,-0.004659452936352659,0.01818874417713142,-0.008552284218800346,0.016140115752259283,0.07601133043199805,3570.88456964757,78.17062734199337
40,-0.056296462025553294,-0.005052298271090924,-0.014863532069670024,-0.030783980676610968,0.02921046836071732,-0.6481612646555474,-0.028305754708843035,-0.0050653899374074225,0.02092101656949933,-0.008544523282236741,0.016148208033332234,0.07602074176538871,3630.4613058674727,75.7784808017639
41,-0.05564092026149789,-0.001995196606820553,-0.04670824613736375,-0.013016894007771255,0.055111167205599346,-0.6546953851137538,-0.029134278500946707,-0.004883539658002369,0.021445333212193315,-0.008534699559328798,0.016149925955643653,0.07603510670676629,3791.732297719026,190.34325433879945
