gtsam_id,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,bias_acc_x,bias_acc_y,bias_acc_z,bias_gyro_x,bias_gyro_y,bias_gyro_z,new_factors_error
9,-0.05931425544173244,0.0005235555530188915,-0.17636065132656661,-0.002756955211262728,0.02759745829426804,-0.5492108479454406,0.04860502151895832,-0.051700503616243,-0.019700632797326135,-0.008077934570619416,0.014362549259300424,0.07648441150946637,251.48997756289407
10,-0.059599345346154756,0.00257298981666581,-0.22303761972770977,-0.008782233302140181,0.03016899282085616,-0.4671695821741184,0.029233614802347558,-0.034501018390369065,-0.018789288050934827,-0.008111020339196235,0.01439362454792932,0.07626237945172985,119.89249460169744
11,-0.05892813267986338,0.004562534608660404,-0.24539719874130497,-0.016053164892208826,0.0475275069952349,-0.43150098165192396,0.028811536808881655,-0.025378628413303985,-0.022485191681448278,-0.008340689281917987,0.013973108588362593,0.07567606869298502,67.58311623207506
12,-0.05772251141954389,0.006174705617899723,-0.26471528885994394,-0.008438937569640521,0.04738165626908008,-0.4004044770890222,0.02157325211909893,-0.00478399629839148,-0.0219704664359568,-0.00832083451507328,0.014210572833485063,0.07592116538345357,153.47729910892724
13,-0.05842059008286861,0.00788624553528906,-0.27693874400576507,-0.0034249886077954966,0.042948906611962205,-0.33234095561378696,0.0025715727072132856,0.024147629997856496,-0.01556688014828067,-0.00827782599856277,0.014103054500904816,0.07597169270189422,115.87225314910418
14,-0.0593434748667862,0.00858782596319297,-0.2861573400085767,-0.0029864232067892344,0.02579201751235246,-0.2313768118173687,-0.011225955054705899,0.03721992068668373,-0.005812963476543417,-0.008197526861272553,0.015142620246572666,0.07593798250167944,284.8390041348427
15,-0.06027765679259776,0.009788069253862478,-0.2867081526689038,0.007554771631935752,0.014292105983121882,-0.07793542333319863,-0.02888417342882239,0.061141989714805126,-0.006009155664998355,-0.007998970419443996,0.014622730962971937,0.0765628269667361,133.99410965773725
16,-0.06128198412778637,0.010167004457144115,-0.2803515924168702,0.008007775322474969,0.0055737140340893195,0.1056812406040913,-0.03712110924867386,0.07456308650682851,-0.006503864068722132,-0.007732063351982494,0.014668522422742383,0.077214750975153,107.09243636612342
17,-0.06127162407618078,0.01007352005177672,-0.26789920489472446,0.011608156810953259,-0.011731632781532081,0.2925920689983636,-0.04018613605155359,0.08126438796162112,-0.007620637619244723,-0.007406515008815712,0.0147425938155162,0.07767358644147428,145.8692942021626
18,-0.062264555663125644,0.009020060518160906,-0.24565325416590642,0.016203086564245843,-0.03067462028651759,0.4488439913129713,-0.04376698042280266,0.08975886626962389,-0.007176877327146124,-0.0073756641644348395,0.014926267885767905,0.07767004630328894,145.6187597024103
19,-0.06310592114151846,0.007330041212263035,-0.2167415124717238,0.011552601918588827,-0.044991596727562824,0.5757455808724264,-0.04599608615310134,0.09829553668998488,-0.007310046408157716,-0.007419845848393918,0.015239924408453061,0.07758277756944872,176.48611705722186
20,-0.06418370471090397,0.004381021614480801,-0.18334343306621576,0.004839155011716831,-0.07131965706969527,0.684711030998085,-0.04815484347554913,0.10265054903376966,-0.004362777261920614,-0.00747015841666721,0.015827493157516692,0.0772656904644132,153.20474236501198
21,-0.06486584663380557,0.000724090298154953,-0.1466687342952148,0.010381355615868292,-0.07273696833521148,0.7519454314347483,-0.0487194983835497,0.10367641316890014,0.00022518671216500887,-0.007436376029480664,0.016584097721583563,0.07706099624910336,142.66233852041606
22,-0.06510330028653667,-0.0030255649404330623,-0.10762909042437858,0.011803186953099341,-0.08155130836312277,0.7934508013870153,-0.04884054799094418,0.10442402465811661,0.0053060298281263655,-0.007241586747527943,0.017251786661021593,0.07700239401314309,146.27867425362322
23,-0.06470655172614423,-0.00661561113681339,-0.0688561463434776,0.0350801773576908,-0.07463403601829774,0.7857204313702663,-0.049422092246029434,0.10308238431446701,0.00943499059523072,-0.007010230577448978,0.017706389663563773,0.07717253029455762,147.53140669637517
24,-0.06336739340955864,-0.010056231613289963,-0.031081099280383002,0.04134359001075333,-0.06512676762752649,0.7575925777213535,-0.05043311282079333,0.09776459074859092,0.012179045192287968,-0.006773423864864245,0.01808707931756361,0.07736434889983144,97.3358490228453
25,-0.062261672202239264,-0.013096523581931196,0.004624688577938412,0.050565064230991726,-0.06207272069926406,0.7008773806303663,-0.04882382487127784,0.09383881431169516,0.013815227931779753,-0.006572784388234834,0.018414470771629644,0.07739957289137335,113.37213904313026
26,-0.06132038591657674,-0.0159687163490793,0.03804032421954335,0.0341258272731021,-0.05857836515307679,0.6635302000199619,-0.04734701687439369,0.08901069343874758,0.014122871358264268,-0.006409979493349114,0.01866359039037012,0.07740446801462977,142.34173918701683
27,-0.06121437410866404,-0.018609610099802214,0.0690309167959749,0.029855829795551514,-0.06343067015396202,0.6055161231458942,-0.04608392230375486,0.08503754755731169,0.007232580929136634,-0.00641324639497719,0.018950840516407816,0.07750218307035779,148.2924545588524
28,-0.06176085306779623,-0.020939320673981864,0.09705793377468329,0.014177985110127925,-0.045892498317152516,0.5459977925618226,-0.043021696436415555,0.07764000077870815,0.007837709537814113,-0.006400567838452456,0.019194098219578744,0.07746181234251223,180.459119006678
29,-0.06268660093930749,-0.02268881946642855,0.12174035154480344,0.013733553956099081,-0.037547694109447534,0.4710278525555673,-0.03923264022834613,0.07588226742958068,0.006968905328073922,-0.006382401413217244,0.019391395586725896,0.07758130238794955,206.8102345779011
30,-0.064023832356424,-0.02372102056227745,0.1420221879119685,0.011397111726825945,-0.013347662154716299,0.3861245926437983,-0.034027599673202735,0.07041375930294887,0.004534670805203677,-0.006283942422127464,0.019472816091236436,0.07743459384076073,237.35207678492716
31,-0.06543340836312585,-0.023100971188757556,0.15693962918908508,0.018729210327718567,0.006804308093073207,0.23854833717805957,-0.02947703295719288,0.06325515914263109,0.007028665085814747,-0.0062242096186749495,0.01948495924121042,0.07741979605539988,236.15120672305295
32,-0.06639292709784335,-0.02167022771242456,0.16430378216770755,0.010115115081804144,0.010766678535859726,0.06890873710377207,-0.02568063091199488,0.05511248478631358,0.01373966768691022,-0.006112009578601663,0.01930172150953763,0.07743677242281549,231.57988395840943
33,-0.06815844080283226,-0.020515809047793904,0.16014293666170903,0.004275178684354827,0.015699698798349586,-0.12408780238920426,-0.018061350650198246,0.04705957729070549,0.011473180813369553,-0.006136955881277767,0.018984930270375875,0.07756410093173509,207.73641870450462
34,-0.06944609937148377,-0.01929893921380349,0.14964868633174405,-2.7419575587833353e-05,0.01173149941240397,-0.3009949290899086,-0.01743453772911582,0.03841344802329315,0.015151632427545692,-0.006136614777602257,0.018746270931089083,0.07741366271137043,173.5010383665364
35,-0.0711539178450705,-0.01678298450074886,0.1328851504624878,-0.009309475710267856,0.013896559281618372,-0.4357166319082796,-0.018539534009625745,0.025112779187619273,0.02911416533938193,-0.006109736605617585,0.018589131278739603,0.07723991958456441,192.1465182550522
36,-0.07063895650198737,-0.016271129498157302,0.11053081550331635,0.0017782804130423596,0.003699214185457618,-0.5496220766817596,-0.023470536913210258,0.02451324668951531,0.03288599344609055,-0.00604255684310615,0.01854321301377821,0.07744344554426154,102.59584878299671
37,-0.07036445262303455,-0.015421111788043437,0.08466270636368937,-0.005389512124544355,0.002603349742609387,-0.6015256234167643,-0.02826574247134732,0.021552347810497145,0.03899955482661036,-0.005881336095571779,0.018601161961882596,0.0774634054382154,99.23926067832925
38,-0.07055769301909882,-0.014362870841144296,0.05649363666212789,-0.028281051242278324,0.007387007360604331,-0.6283908900726382,-0.03380837534162413,0.017598390623485897,0.044994154353078006,-0.005920052985293891,0.018836987696988244,0.07732011685049588,87.1939678803054
